"biotype_bin","length_bin","expression_bin","ensembl_gene_id","baseMean","gene_length","gene_biotype"
"protein_coding",2,"1","ENSMUSG00000047343",0.833333333333333,10599,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000013353",1.75,13895,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000018211",0,7210,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000008874",0.666666666666667,10100,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000024292",9.08333333333333,12018,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000024903",0.0833333333333333,6944,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000096607",0.166666666666667,10492,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000019756",0.25,8250,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000062563",8.83333333333333,15958,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000026418",10.25,11569,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000027927",0.166666666666667,7761,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000047109",5,10537,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000058491",0.0833333333333333,8970,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000074934",3.58333333333333,9974,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000020907",7,8030,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000009580",0.25,7048,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000063232",0.833333333333333,9701,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000034467",1.16666666666667,10901,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000018623",0,7306,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000042604",4,7916,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000030156",0,8045,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000062310",1.5,10196,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000000214",7.83333333333333,7191,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000059089",3.25,10836,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000030158",0.333333333333333,9991,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000071552",8.25,15324,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000062154",1,17513,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000024770",0.416666666666667,17561,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000031101",8,15037,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000054435",1.58333333333333,7485,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000035811",2.41666666666667,12415,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000078650",0.75,10174,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000014603",9.83333333333333,10845,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000027718",0.166666666666667,9878,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000006389",4.41666666666667,15099,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000019762",1.5,14599,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000015242",0.916666666666667,11571,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000053184",1.5,9426,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000033208",0,7484,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000029811",2.5,13933,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000001670",10.1666666666667,9369,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000021336",0.0833333333333333,17119,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000034785",0.833333333333333,15679,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000028427",9.5,15063,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000022212",5.5,6984,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000038891",0,7311,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000067578",9.58333333333333,7131,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000046723",2.08333333333333,7106,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000027224",8.58333333333333,10182,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000029343",1.41666666666667,13762,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000048776",3.83333333333333,11976,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000060688",0.5,7044,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000050089",0,11092,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000030219",4.83333333333333,14794,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000050641",1.58333333333333,9602,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000068745",10.25,15147,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000040552",5.16666666666667,9018,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000025888",0,8765,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000074240",2.83333333333333,8503,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000049598",7.08333333333333,7780,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000092164",0,8728,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000036446",0.916666666666667,7203,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000013643",0.333333333333333,11510,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000032523",1.5,7105,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000038583",0.166666666666667,8314,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000019905",2.66666666666667,16636,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000047298",8.75,14561,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000046899",0.333333333333333,9453,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000026011",0.833333333333333,6808,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000022766",2.25,12202,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000031551",7.91666666666667,11534,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000021081",0.5,6646,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000038883",2,17172,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000096351",6.08333333333333,8373,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000029712",6.5,16019,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000046523",8.91666666666667,10215,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000035861",1.75,16777,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000041534",1.58333333333333,10195,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000022715",8.58333333333333,15861,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000037053",0,8712,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000027107",4.08333333333333,17058,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000009214",0.166666666666667,10526,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000050921",1.33333333333333,15636,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000078800",0.166666666666667,16202,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000024223",9.5,8115,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000046080",0.333333333333333,15903,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000064330",6.08333333333333,8961,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000009350",1.5,10629,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000002930",0,15174,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000050241",1.5,7542,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000096546",0.166666666666667,8330,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000030159",0.333333333333333,8117,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000079436",1.58333333333333,8446,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000062345",0.333333333333333,14178,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000056966",0.583333333333333,9151,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000039492",1.41666666666667,16034,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000029417",0.583333333333333,6749,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000046916",0.166666666666667,13064,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000046213",1.75,10438,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000021228",10.5,7414,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000032864",0.583333333333333,7781,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000091618",4.16666666666667,11564,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000096140",3.08333333333333,9466,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000063661",0.166666666666667,9025,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000042861",0,12579,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000026226",2,8017,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000030546",8.41666666666667,11613,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000039005",6.5,14986,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000045655",0,7984,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000020722",7.75,13259,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000006522",2.91666666666667,15014,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000030114",1.91666666666667,12237,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000004654",0.666666666666667,12236,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000044534",3.58333333333333,12717,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000018844",0.833333333333333,8593,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000047420",1,13396,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000031354",0,7189,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000027800",3.91666666666667,14856,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000025165",2.66666666666667,13737,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000026602",7.91666666666667,17301,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000006777",1.66666666666667,15138,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000015519",0,14019,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000052642",1.66666666666667,6824,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000030577",7.16666666666667,13625,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000025461",2.41666666666667,12879,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000068129",2,8530,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000026228",0.5,12934,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000023070",7.66666666666667,12270,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000049103",0.416666666666667,6958,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000056605",0.666666666666667,9899,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000027869",1.91666666666667,8940,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000026415",3.16666666666667,13839,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000030125",7.66666666666667,9859,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000031132",0.333333333333333,11900,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000028011",1.5,17315,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000036951",0,12736,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000026668",8.41666666666667,9627,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000021886",1.66666666666667,8088,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000026818",4.91666666666667,7543,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000044086",2.83333333333333,14253,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000055933",0.166666666666667,14804,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000029885",0.166666666666667,8701,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000029255",6.33333333333333,15873,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000079298",1.75,12610,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000049130",3,12594,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000026285",9.41666666666667,14249,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000020096",4.25,16878,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000048498",7.58333333333333,10122,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000039851",7.75,15211,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000018925",1.33333333333333,10421,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000005891",0.583333333333333,7324,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000035930",1.41666666666667,10260,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000048933",0.25,7684,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000054986",5.83333333333333,14138,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000044933",9.25,7331,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000050505",3.33333333333333,6650,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000080907",1.66666666666667,16140,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000024519",1.33333333333333,14457,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000078935",0.25,12058,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000058935",0.166666666666667,15339,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000062826",2.66666666666667,8607,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000033633",6.25,12212,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000078505",0,16432,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000055895",0.333333333333333,13276,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000027355",0,13810,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000029682",0.166666666666667,9861,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000031980",0.333333333333333,13121,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000045954",10.1666666666667,13835,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000024411",0.5,14291,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000047720",0,9617,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000030976",0.333333333333333,15092,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000006488",1,9130,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000022798",6.58333333333333,16545,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000005232",4.66666666666667,8045,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000029683",0.333333333333333,7644,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000050875",4.58333333333333,14580,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000038071",0.166666666666667,7574,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000032292",3.25,7309,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000037263",2.25,11631,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000039462",0.166666666666667,7105,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000052974",2.66666666666667,13706,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000070702",0.5,16370,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000040229",0.166666666666667,8090,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000028459",1.91666666666667,6903,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000049902",1.16666666666667,6700,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000026432",7.66666666666667,12887,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000031344",8.25,17425,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000021795",7.75,12987,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000042250",0.166666666666667,14612,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000037529",1.5,8613,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000067341",1.66666666666667,15736,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000026272",3.16666666666667,10182,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000018868",1.75,10555,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000038246",6.33333333333333,7981,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000044067",2,7060,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000040514",0,7328,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000027636",4.41666666666667,14157,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000041358",9.66666666666667,11344,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000066755",1.5,10634,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000027776",0,7907,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000022542",8.75,10529,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000071489",0.833333333333333,8141,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000048747",0.75,16717,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000067594",0.416666666666667,9763,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000021966",1.58333333333333,9429,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000009093",2.91666666666667,7600,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000051136",1.91666666666667,6660,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000032098",1.5,13073,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000062694",0,13368,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000026815",8.33333333333333,12533,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000065987",0.25,9187,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000043463",8.25,10390,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000027801",0.333333333333333,16266,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000053773",1.08333333333333,7660,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000029272",2.83333333333333,15644,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000060188",8.66666666666667,12834,"protein_coding"
"protein_coding",2,"1","ENSMUSG00000043969",4.91666666666667,6668,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000090812",71.3333333333333,12996,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000034768",49.3333333333333,9239,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000014813",32.3333333333333,12113,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000020437",197.916666666667,14411,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000029627",176.833333333333,6937,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000052234",12.6666666666667,11539,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000040533",82.3333333333333,11092,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000028417",29.5833333333333,7181,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000040495",197.916666666667,7641,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000045350",26.5833333333333,13311,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000023045",149.166666666667,12862,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000000791",43.9166666666667,12975,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000070645",112.666666666667,9758,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000005553",64.1666666666667,13326,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000033214",138.416666666667,8021,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000075307",85.5833333333333,14120,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000031165",51.8333333333333,9026,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000048065",66.8333333333333,9578,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000040554",23.9166666666667,8788,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000071113",18.3333333333333,10156,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000029707",20.6666666666667,10722,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000009687",110.5,9117,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000052142",29.1666666666667,12921,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000028860",140.916666666667,9998,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000021359",196.25,15155,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000042804",211.25,10976,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000027314",13.75,9883,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000028463",42.8333333333333,6700,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000039208",87.25,14963,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000017737",184.583333333333,7631,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000022245",10.8333333333333,8817,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000055937",13.25,9897,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000043592",177.25,13784,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000035852",93.5,9432,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000019326",83.4166666666667,8825,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000010136",11.5,17690,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000028139",88.6666666666667,8607,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000031131",44,17341,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000071347",41.75,12736,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000029260",13.5,17168,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000031326",11.1666666666667,8827,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000022303",42.8333333333333,15009,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000049112",16.9166666666667,16125,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000000817",14.0833333333333,7804,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000020889",221.5,7446,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000018672",193.083333333333,11327,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000006542",28.4166666666667,10034,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000002204",42.4166666666667,14402,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000018169",245.166666666667,17563,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000053158",95.5833333333333,10189,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000039956",14.3333333333333,11453,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000027887",49.5833333333333,14334,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000025355",90.6666666666667,9915,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000024553",18.6666666666667,14282,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000057969",238.5,7729,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000024247",213.5,9787,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000033595",18.8333333333333,7504,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000041696",44.5833333333333,16366,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000038797",237.25,14406,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000034472",242,10170,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000031022",51,11591,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000026424",17,7432,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000045378",42.5833333333333,8277,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000069227",61.0833333333333,12997,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000025933",224.75,11593,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000051373",105.583333333333,15170,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000029605",86.9166666666667,11526,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000068428",18.5,11011,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000001166",170.166666666667,12316,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000053388",20.5,14359,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000042842",31.3333333333333,13525,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000041120",83.8333333333333,10679,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000104445",125.333333333333,11811,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000063268",179.833333333333,10446,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000019088",176.166666666667,8520,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000043822",130.916666666667,8656,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000045034",41.25,15690,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000056130",87.3333333333333,16303,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000022877",21.6666666666667,10588,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000024647",16.9166666666667,7174,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000038132",55.5833333333333,12800,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000029490",136.833333333333,7838,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000071235",200.333333333333,10437,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000070877",31.3333333333333,8735,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000063932",23,16443,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000030116",175.833333333333,15612,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000040631",191.916666666667,12485,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000005883",16.5,13735,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000017167",33.3333333333333,14604,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000024806",52.1666666666667,10366,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000026656",50.1666666666667,15513,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000027077",78.3333333333333,11477,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000045631",176.666666666667,12217,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000047810",159.75,13589,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000011349",79.8333333333333,7595,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000023978",31.5,14442,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000040891",65.6666666666667,10257,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000031893",52.9166666666667,16933,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000054939",210,11658,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000025738",186.166666666667,12181,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000043088",119.833333333333,12268,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000041872",80.0833333333333,7125,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000039521",20.5,15568,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000031443",23.75,9776,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000069041",184.5,17224,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000049357",208.583333333333,17623,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000022468",11.75,10132,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000029671",56.6666666666667,10296,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000051067",166.25,11239,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000018470",150.25,6784,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000027221",60.75,15546,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000004933",64.1666666666667,10047,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000058579",19.9166666666667,11041,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000021319",183.5,9649,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000101174",12.5833333333333,7182,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000026167",57.75,12157,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000050558",16.1666666666667,15119,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000015702",103.416666666667,10711,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000028003",11.4166666666667,11393,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000011486",16,8883,"protein_coding"
"protein_coding",2,"2","ENSMUSG00000031385",12.6666666666667,15408,"protein_coding"
