"ensembl_gene_id","baseMean","gene_length","gene_biotype"
"ENSMUSG00000035757",291.25,11234,"protein_coding"
"ENSMUSG00000051786",2918.75,24053,"protein_coding"
"ENSMUSG00000062906",231.25,5398,"protein_coding"
"ENSMUSG00000022610",530.583333333333,10120,"protein_coding"
"ENSMUSG00000053137",187.166666666667,7123,"protein_coding"
"ENSMUSG00000036606",7463.75,18406,"protein_coding"
"ENSMUSG00000036606",7970.58333333333,25243,"protein_coding"
"ENSMUSG00000015377",1028.16666666667,14262,"protein_coding"
"ENSMUSG00000036561",1522.75,74703,"protein_coding"
"ENSMUSG00000036529",4151.58333333333,27076,"protein_coding"
"ENSMUSG00000054136",55,1832,"protein_coding"
"ENSMUSG00000022613",7.16666666666667,2535,"protein_coding"
"ENSMUSG00000022614",2089.83333333333,4656,"protein_coding"
"ENSMUSG00000008690",6436.33333333333,17132,"protein_coding"
"ENSMUSG00000091780",400.583333333333,2182,"protein_coding"
"ENSMUSG00000022615",315.75,5107,"protein_coding"
"ENSMUSG00000047394",16.8333333333333,1806,"protein_coding"
"ENSMUSG00000091680",4.5,1818,"protein_coding"
"ENSMUSG00000078938",52.5833333333333,20090,"protein_coding"
"ENSMUSG00000078937",327.833333333333,9458,"protein_coding"
"ENSMUSG00000022617",850.416666666667,3579,"protein_coding"
"ENSMUSG00000022619",349.5,8537,"protein_coding"
"ENSMUSG00000022620",749.083333333333,4949,"protein_coding"
"ENSMUSG00000084915",121.416666666667,8599,"lncRNA"
"ENSMUSG00000022623",1338.58333333333,60404,"protein_coding"
"ENSMUSG00000022622",25.8333333333333,6260,"protein_coding"
"ENSMUSG00000022621",324.916666666667,9397,"protein_coding"
"ENSMUSG00000063260",5.16666666666667,59468,"protein_coding"
"ENSMUSG00000075470",3749.16666666667,6244,"protein_coding"
"ENSMUSG00000052560",987.916666666667,191908,"protein_coding"
"ENSMUSG00000121678",0.0833333333333333,7081,"lncRNA"
"ENSMUSG00000022629",2479.75,116677,"protein_coding"
"ENSMUSG00000055782",27.3333333333333,45937,"protein_coding"
"ENSMUSG00000036298",154.166666666667,305571,"protein_coding"
"ENSMUSG00000036273",354.083333333333,142901,"protein_coding"
"ENSMUSG00000118670",32.75,96230,"protein_coding"
"ENSMUSG00000055022",214.75,290803,"protein_coding"
"ENSMUSG00000055022",87.9166666666667,213840,"protein_coding"
"ENSMUSG00000055022",62.6666666666667,180611,"protein_coding"
"ENSMUSG00000036218",312.416666666667,375010,"protein_coding"
"ENSMUSG00000036218",36.5833333333333,174711,"protein_coding"
"ENSMUSG00000036197",5376.58333333333,35343,"protein_coding"
"ENSMUSG00000022634",2109.91666666667,53103,"protein_coding"
"ENSMUSG00000022635",1767.83333333333,12178,"protein_coding"
"ENSMUSG00000036167",6678.83333333333,93563,"protein_coding"
"ENSMUSG00000036158",1340.75,96778,"protein_coding"
"ENSMUSG00000116360",0.666666666666667,22256,"lncRNA"
"ENSMUSG00000135289",0,8405,"lncRNA"
"ENSMUSG00000022449",178.333333333333,84019,"protein_coding"
"ENSMUSG00000033356",503.666666666667,20868,"protein_coding"
"ENSMUSG00000059883",338.333333333333,24657,"protein_coding"
"ENSMUSG00000022451",3046.75,11877,"protein_coding"
"ENSMUSG00000063296",885.416666666667,466913,"protein_coding"
"ENSMUSG00000100603",0.833333333333333,51697,"lncRNA"
"ENSMUSG00000022454",423.833333333333,308813,"protein_coding"
"ENSMUSG00000045608",22.0833333333333,31209,"protein_coding"
"ENSMUSG00000115699",28.25,4345,"lncRNA"
"ENSMUSG00000064210",10483.0833333333,184630,"protein_coding"
"ENSMUSG00000078925",9.83333333333333,6216,"lncRNA"
"ENSMUSG00000131816",89.5,20671,"lncRNA"
"ENSMUSG00000097536",192.583333333333,22815,"lncRNA"
"ENSMUSG00000033237",18168.8333333333,117942,"protein_coding"
"ENSMUSG00000033228",13763.1666666667,49146,"protein_coding"
"ENSMUSG00000023169",13961.5,70545,"protein_coding"
"ENSMUSG00000022462",19297.5833333333,12307,"protein_coding"
"ENSMUSG00000022464",24486.75,61134,"protein_coding"
"ENSMUSG00000048218",214.5,3214,"protein_coding"
"ENSMUSG00000044250",4448.5,138585,"protein_coding"
"ENSMUSG00000022466",1959.91666666667,30718,"protein_coding"
"ENSMUSG00000022468",11.75,10132,"protein_coding"
"ENSMUSG00000022468",15,20387,"protein_coding"
"ENSMUSG00000022469",405.416666666667,22897,"protein_coding"
"ENSMUSG00000081534",737.083333333333,8328,"protein_coding"
"ENSMUSG00000022475",411,22200,"protein_coding"
"ENSMUSG00000022475",574.083333333333,39104,"protein_coding"
"ENSMUSG00000022475",575.416666666667,51839,"protein_coding"
"ENSMUSG00000022479",130.916666666667,53870,"protein_coding"
"ENSMUSG00000052369",504.416666666667,6058,"protein_coding"
"ENSMUSG00000022483",424.5,29123,"protein_coding"
"ENSMUSG00000033075",7705,54826,"protein_coding"
"ENSMUSG00000033065",1577.16666666667,39859,"protein_coding"
"ENSMUSG00000033065",1357.16666666667,23977,"protein_coding"
"ENSMUSG00000033065",1306,20388,"protein_coding"
"ENSMUSG00000048175",667.333333333333,30939,"protein_coding"
"ENSMUSG00000048175",660.083333333333,11063,"protein_coding"
"ENSMUSG00000029875",52.6666666666667,2329,"protein_coding"
"ENSMUSG00000059460",0,7776,"protein_coding"
"ENSMUSG00000048077",0.416666666666667,1326,"protein_coding"
"ENSMUSG00000022987",49.8333333333333,9962,"protein_coding"
"ENSMUSG00000062037",0,960,"protein_coding"
"ENSMUSG00000051793",0,918,"protein_coding"
"ENSMUSG00000056184",0,930,"protein_coding"
"ENSMUSG00000121873",2,17691,"lncRNA"
"ENSMUSG00000032987",0,936,"protein_coding"
"ENSMUSG00000022991",0.25,2284,"protein_coding"
"ENSMUSG00000022992",3632.41666666667,16612,"protein_coding"
"ENSMUSG00000011960",5816.25,24426,"protein_coding"
"ENSMUSG00000091050",146.083333333333,3541,"lncRNA"
"ENSMUSG00000022993",44.1666666666667,18585,"protein_coding"
"ENSMUSG00000003352",1198.91666666667,12209,"protein_coding"
"ENSMUSG00000003352",1139.25,9770,"protein_coding"
"ENSMUSG00000003360",4087.5,17383,"protein_coding"
"ENSMUSG00000054855",177.416666666667,8257,"protein_coding"
"ENSMUSG00000003354",87.25,15107,"protein_coding"
"ENSMUSG00000003355",415.75,3831,"protein_coding"
"ENSMUSG00000051853",5377.91666666667,25493,"protein_coding"
"ENSMUSG00000022996",11.5833333333333,6399,"protein_coding"
"ENSMUSG00000022997",1,3974,"protein_coding"
"ENSMUSG00000059213",12.9166666666667,4144,"protein_coding"
"ENSMUSG00000067713",1867.16666666667,18712,"protein_coding"
"ENSMUSG00000048154",14490.8333333333,39537,"protein_coding"
"ENSMUSG00000023755",654.25,3655,"protein_coding"
"ENSMUSG00000023000",51,5514,"protein_coding"
"ENSMUSG00000022999",1345,14178,"protein_coding"
"ENSMUSG00000072235",4622.5,3655,"protein_coding"
"ENSMUSG00000097587",54.5833333333333,3317,"lncRNA"
"ENSMUSG00000043091",3210.91666666667,8215,"protein_coding"
"ENSMUSG00000023484",294.666666666667,3805,"protein_coding"
"ENSMUSG00000032783",1334,8437,"protein_coding"
"ENSMUSG00000001076",41.5833333333333,2975,"protein_coding"
"ENSMUSG00000038009",309.416666666667,5224,"protein_coding"
"ENSMUSG00000051934",6461.83333333333,85622,"protein_coding"
"ENSMUSG00000037579",188.25,17842,"protein_coding"
"ENSMUSG00000078907",68.9166666666667,16163,"protein_coding"
"ENSMUSG00000023007",2507.66666666667,21599,"protein_coding"
"ENSMUSG00000023008",2166.83333333333,53244,"protein_coding"
"ENSMUSG00000023010",9158.58333333333,17103,"protein_coding"
"ENSMUSG00000023009",1136.5,35715,"protein_coding"
"ENSMUSG00000037525",430.916666666667,4647,"protein_coding"
"ENSMUSG00000023011",40.8333333333333,31161,"protein_coding"
"ENSMUSG00000023013",1.66666666666667,5490,"protein_coding"
"ENSMUSG00000044217",22.5833333333333,3802,"protein_coding"
"ENSMUSG00000043144",34.0833333333333,4078,"protein_coding"
"ENSMUSG00000023015",6286,31161,"protein_coding"
"ENSMUSG00000023017",391.916666666667,30411,"protein_coding"
"ENSMUSG00000023017",251.416666666667,9376,"protein_coding"
"ENSMUSG00000023018",3230.91666666667,11709,"protein_coding"
"ENSMUSG00000023019",73.1666666666667,7415,"protein_coding"
"ENSMUSG00000023020",490.416666666667,2519,"protein_coding"
"ENSMUSG00000023021",4840.41666666667,36924,"protein_coding"
"ENSMUSG00000023022",6534.08333333333,41682,"protein_coding"
"ENSMUSG00000023022",9951.25,96989,"protein_coding"
"ENSMUSG00000045350",26.5833333333333,13311,"protein_coding"
"ENSMUSG00000100084",24.9166666666667,1121,"lncRNA"
"ENSMUSG00000023025",18415.6666666667,43579,"protein_coding"
"ENSMUSG00000023026",9398.75,180810,"protein_coding"
"ENSMUSG00000023026",4732.41666666667,65078,"protein_coding"
"ENSMUSG00000023027",6152.91666666667,33390,"protein_coding"
"ENSMUSG00000045631",176.666666666667,12217,"protein_coding"
"ENSMUSG00000093550",1.91666666666667,19371,"protein_coding"
"ENSMUSG00000023030",3092.16666666667,35156,"protein_coding"
"ENSMUSG00000087444",5.75,4958,"lncRNA"
"ENSMUSG00000037353",502.5,10219,"protein_coding"
"ENSMUSG00000044636",1129.33333333333,15670,"protein_coding"
"ENSMUSG00000009733",2121.75,49261,"protein_coding"
"ENSMUSG00000009739",239.833333333333,24667,"protein_coding"
"ENSMUSG00000097093",23.4166666666667,971,"lncRNA"
"ENSMUSG00000000346",1129.33333333333,5100,"protein_coding"
"ENSMUSG00000053559",679.166666666667,14220,"protein_coding"
"ENSMUSG00000098112",841.75,28419,"protein_coding"
"ENSMUSG00000023031",53.8333333333333,13499,"protein_coding"
"ENSMUSG00000037280",939.333333333333,30563,"protein_coding"
"ENSMUSG00000037280",948.083333333333,39462,"protein_coding"
"ENSMUSG00000116504",0.166666666666667,2233,"lncRNA"
"ENSMUSG00000023032",1565.83333333333,62225,"protein_coding"
"ENSMUSG00000023033",1836.33333333333,175294,"protein_coding"
"ENSMUSG00000023033",1077.33333333333,109668,"protein_coding"
"ENSMUSG00000095440",765.166666666667,4208,"protein_coding"
"ENSMUSG00000000530",218.416666666667,16815,"protein_coding"
"ENSMUSG00000000532",3629.33333333333,38477,"protein_coding"
"ENSMUSG00000097915",23.3333333333333,2931,"lncRNA"
"ENSMUSG00000115944",5.33333333333333,909,"lncRNA"
"ENSMUSG00000000531",1008.16666666667,8550,"protein_coding"
"ENSMUSG00000023034",1063.33333333333,7949,"protein_coding"
"ENSMUSG00000037204",1236.25,6634,"protein_coding"
"ENSMUSG00000037185",8.75,20555,"protein_coding"
"ENSMUSG00000023039",1101.16666666667,15404,"protein_coding"
"ENSMUSG00000063971",3.5,6165,"protein_coding"
"ENSMUSG00000044294",1,7795,"protein_coding"
"ENSMUSG00000049548",0.333333333333333,9439,"protein_coding"
"ENSMUSG00000048699",1.16666666666667,10595,"protein_coding"
"ENSMUSG00000022986",4.66666666666667,10562,"protein_coding"
"ENSMUSG00000064232",0,4161,"protein_coding"
"ENSMUSG00000061527",2.66666666666667,5822,"protein_coding"
"ENSMUSG00000051879",3,9149,"protein_coding"
"ENSMUSG00000121860",8.91666666666667,9246,"lncRNA"
"ENSMUSG00000056605",0.666666666666667,9899,"protein_coding"
"ENSMUSG00000063661",0.166666666666667,9025,"protein_coding"
"ENSMUSG00000064201",1.16666666666667,7481,"protein_coding"
"ENSMUSG00000046834",2.33333333333333,5361,"protein_coding"
"ENSMUSG00000067594",0.416666666666667,9763,"protein_coding"
"ENSMUSG00000075402",0.416666666666667,8570,"protein_coding"
"ENSMUSG00000059668",4.58333333333333,6201,"protein_coding"
"ENSMUSG00000061397",12.4166666666667,10993,"protein_coding"
"ENSMUSG00000050463",5.33333333333333,8284,"protein_coding"
"ENSMUSG00000058655",27180.25,23401,"protein_coding"
"ENSMUSG00000037003",362.583333333333,13414,"protein_coding"
"ENSMUSG00000036966",1084.5,19688,"protein_coding"
"ENSMUSG00000023046",57.5833333333333,5327,"protein_coding"
"ENSMUSG00000023045",149.166666666667,12862,"protein_coding"
"ENSMUSG00000023044",649.916666666667,12046,"protein_coding"
"ENSMUSG00000046897",3891.5,11966,"protein_coding"
"ENSMUSG00000001281",405.5,15941,"protein_coding"
"ENSMUSG00000001288",3115.08333333333,22585,"protein_coding"
"ENSMUSG00000001288",2824.08333333333,11563,"protein_coding"
"ENSMUSG00000045665",1369.25,2289,"protein_coding"
"ENSMUSG00000058290",8011.58333333333,28064,"protein_coding"
"ENSMUSG00000001285",1192.91666666667,6430,"protein_coding"
"ENSMUSG00000036678",4229.58333333333,12513,"protein_coding"
"ENSMUSG00000060284",11.8333333333333,9095,"protein_coding"
"ENSMUSG00000001280",18026.4166666667,30089,"protein_coding"
"ENSMUSG00000023047",174.083333333333,9273,"protein_coding"
"ENSMUSG00000023048",788.083333333333,3637,"protein_coding"
"ENSMUSG00000056851",21666.5833333333,29428,"protein_coding"
"ENSMUSG00000023050",1339.25,19358,"protein_coding"
"ENSMUSG00000023051",1121.33333333333,5485,"protein_coding"
"ENSMUSG00000023052",38.9166666666667,783,"protein_coding"
"ENSMUSG00000062683",1790.25,8180,"protein_coding"
"ENSMUSG00000023055",1240.41666666667,15402,"protein_coding"
"ENSMUSG00000001655",113.166666666667,7684,"protein_coding"
"ENSMUSG00000050328",32.6666666666667,1665,"protein_coding"
"ENSMUSG00000086903",0.583333333333333,3885,"lncRNA"
"ENSMUSG00000001656",6.5,2176,"protein_coding"
"ENSMUSG00000022484",24.1666666666667,5102,"protein_coding"
"ENSMUSG00000036139",21.5,7413,"protein_coding"
"ENSMUSG00000001657",11.6666666666667,3716,"protein_coding"
"ENSMUSG00000001661",10,2320,"protein_coding"
"ENSMUSG00000022485",5.83333333333333,3422,"protein_coding"
"ENSMUSG00000075394",11.3333333333333,2458,"protein_coding"
"ENSMUSG00000097003",42.6666666666667,23759,"lncRNA"
"ENSMUSG00000036061",781.916666666667,9995,"protein_coding"
"ENSMUSG00000009575",30837.25,23807,"protein_coding"
"ENSMUSG00000009575",34276.75,48271,"protein_coding"
"ENSMUSG00000046434",7947.75,4566,"protein_coding"
"ENSMUSG00000058794",35.9166666666667,7228,"protein_coding"
"ENSMUSG00000058794",36.9166666666667,10192,"protein_coding"
"ENSMUSG00000058794",25.1666666666667,3465,"protein_coding"
"ENSMUSG00000060992",3383.58333333333,26947,"protein_coding"
"ENSMUSG00000063234",5.91666666666667,2204,"protein_coding"
"ENSMUSG00000000552",1044.75,26192,"protein_coding"
"ENSMUSG00000000555",4613.16666666667,22463,"protein_coding"
"ENSMUSG00000022487",264.5,27969,"protein_coding"
"ENSMUSG00000053508",32.5833333333333,9500,"protein_coding"
"ENSMUSG00000022488",1126.5,44976,"protein_coding"
"ENSMUSG00000022489",500.833333333333,27023,"protein_coding"
"ENSMUSG00000022489",402.666666666667,15080,"protein_coding"
"ENSMUSG00000022490",230.75,7714,"protein_coding"
"ENSMUSG00000022491",0.0833333333333333,2322,"protein_coding"
"ENSMUSG00000022534",0.5,10910,"protein_coding"
"ENSMUSG00000022529",2032.75,6690,"protein_coding"
"ENSMUSG00000059043",0.166666666666667,939,"protein_coding"
"ENSMUSG00000054939",210,11658,"protein_coding"
"ENSMUSG00000039789",781,10831,"protein_coding"
"ENSMUSG00000005982",1534.75,20163,"protein_coding"
"ENSMUSG00000005983",46.1666666666667,2892,"protein_coding"
"ENSMUSG00000014232",1800.66666666667,32139,"protein_coding"
"ENSMUSG00000049871",359.833333333333,29700,"protein_coding"
"ENSMUSG00000039738",2875.58333333333,22573,"protein_coding"
"ENSMUSG00000005980",1.33333333333333,2880,"protein_coding"
"ENSMUSG00000005981",8058.33333333333,37834,"protein_coding"
"ENSMUSG00000022521",18243.25,129357,"protein_coding"
"ENSMUSG00000136393",0.666666666666667,8147,"lncRNA"
"ENSMUSG00000121720",0.666666666666667,1977,"lncRNA"
"ENSMUSG00000005580",2383.33333333333,135613,"protein_coding"
"ENSMUSG00000022519",1654.5,42826,"protein_coding"
"ENSMUSG00000005718",1433.08333333333,15060,"protein_coding"
"ENSMUSG00000014303",2636.66666666667,21245,"protein_coding"
"ENSMUSG00000014301",522.083333333333,8481,"protein_coding"
"ENSMUSG00000039637",3103.66666666667,52837,"protein_coding"
"ENSMUSG00000039646",291.166666666667,11222,"protein_coding"
"ENSMUSG00000004069",2764,23624,"protein_coding"
"ENSMUSG00000063445",597.583333333333,8039,"protein_coding"
"ENSMUSG00000004070",2076.41666666667,39889,"protein_coding"
"ENSMUSG00000004070",1275.66666666667,24637,"protein_coding"
"ENSMUSG00000004071",3388.58333333333,24475,"protein_coding"
"ENSMUSG00000022518",3.75,32276,"protein_coding"
"ENSMUSG00000039568",1555.5,5073,"protein_coding"
"ENSMUSG00000022517",3344.08333333333,52197,"protein_coding"
"ENSMUSG00000097397",87.8333333333333,4422,"lncRNA"
"ENSMUSG00000022516",671.833333333333,1910,"protein_coding"
"ENSMUSG00000022515",2093,22823,"protein_coding"
"ENSMUSG00000022542",8.75,10529,"protein_coding"
"ENSMUSG00000096215",11.5833333333333,1021,"protein_coding"
"ENSMUSG00000022540",920.5,4825,"protein_coding"
"ENSMUSG00000022536",7924,36009,"protein_coding"
"ENSMUSG00000039473",3803.91666666667,36218,"protein_coding"
"ENSMUSG00000039457",1127.25,46191,"protein_coding"
"ENSMUSG00000091712",213.833333333333,36826,"protein_coding"
"ENSMUSG00000023143",788.583333333333,8733,"protein_coding"
"ENSMUSG00000051669",37.5833333333333,10481,"protein_coding"
"ENSMUSG00000039427",1223.58333333333,11287,"protein_coding"
"ENSMUSG00000022544",927.5,11802,"protein_coding"
"ENSMUSG00000008658",780.083333333333,1527688,"protein_coding"
"ENSMUSG00000101481",3.5,22910,"lncRNA"
"ENSMUSG00000008658",172.75,342646,"protein_coding"
"ENSMUSG00000022715",8.58333333333333,15861,"protein_coding"
"ENSMUSG00000039345",1219.41666666667,19385,"protein_coding"
"ENSMUSG00000057880",669.666666666667,108139,"protein_coding"
"ENSMUSG00000043140",1039.25,3971,"protein_coding"
"ENSMUSG00000022711",2501.75,19818,"protein_coding"
"ENSMUSG00000008393",1767,13567,"protein_coding"
"ENSMUSG00000022710",24030.8333333333,49621,"protein_coding"
"ENSMUSG00000022507",10979.1666666667,28825,"protein_coding"
"ENSMUSG00000059003",1152.75,414824,"protein_coding"
"ENSMUSG00000039209",306.75,4684,"protein_coding"
"ENSMUSG00000039200",4170.66666666667,44382,"protein_coding"
"ENSMUSG00000022505",582.416666666667,32220,"protein_coding"
"ENSMUSG00000116270",10.5833333333333,7181,"lncRNA"
"ENSMUSG00000022503",1573.25,12488,"protein_coding"
"ENSMUSG00000050908",241.666666666667,26792,"protein_coding"
"ENSMUSG00000022504",14,47569,"protein_coding"
"ENSMUSG00000022504",12.5,39463,"protein_coding"
"ENSMUSG00000038055",413.666666666667,12848,"protein_coding"
"ENSMUSG00000068663",6954.91666666667,199540,"protein_coding"
"ENSMUSG00000038037",73.9166666666667,1728,"protein_coding"
"ENSMUSG00000043050",0.166666666666667,721,"protein_coding"
"ENSMUSG00000050058",0,407,"protein_coding"
"ENSMUSG00000022501",0.166666666666667,492,"protein_coding"
"ENSMUSG00000037991",406.916666666667,8177,"protein_coding"
"ENSMUSG00000022500",2345.91666666667,33849,"protein_coding"
"ENSMUSG00000037972",657.166666666667,8689,"protein_coding"
"ENSMUSG00000022498",3694.75,59622,"protein_coding"
"ENSMUSG00000037965",4580.25,39800,"protein_coding"
"ENSMUSG00000005846",8421.83333333333,10256,"protein_coding"
"ENSMUSG00000097537",1649.75,22414,"lncRNA"
"ENSMUSG00000062203",14214,38085,"protein_coding"
"ENSMUSG00000022496",4.16666666666667,6260,"protein_coding"
"ENSMUSG00000071669",6639.83333333333,432570,"protein_coding"
"ENSMUSG00000071669",4783.41666666667,349826,"protein_coding"
"ENSMUSG00000065979",3468.33333333333,105703,"protein_coding"
"ENSMUSG00000055015",4.16666666666667,29231,"lncRNA"
"ENSMUSG00000022494",29,286792,"protein_coding"
"ENSMUSG00000101565",5.16666666666667,37264,"lncRNA"
"ENSMUSG00000022545",3772.25,42274,"protein_coding"
"ENSMUSG00000009569",9535.66666666667,161049,"protein_coding"
"ENSMUSG00000009569",3821.91666666667,67844,"protein_coding"
"ENSMUSG00000009569",3810,59109,"protein_coding"
"ENSMUSG00000099411",8.5,6289,"lncRNA"
"ENSMUSG00000022685",8719.16666666667,130207,"protein_coding"
"ENSMUSG00000022684",2988.08333333333,31755,"protein_coding"
"ENSMUSG00000022683",869.666666666667,15927,"protein_coding"
"ENSMUSG00000086550",126.166666666667,9636,"lncRNA"
"ENSMUSG00000022682",10762.5,34143,"protein_coding"
"ENSMUSG00000022681",1326.5,16175,"protein_coding"
"ENSMUSG00000022680",5665.16666666667,69573,"protein_coding"
"ENSMUSG00000022679",1903.16666666667,46459,"protein_coding"
"ENSMUSG00000022679",557.333333333333,8991,"protein_coding"
"ENSMUSG00000065968",435,5166,"protein_coding"
"ENSMUSG00000044117",2866.25,114858,"protein_coding"
"ENSMUSG00000060657",8713.33333333333,50109,"protein_coding"
"ENSMUSG00000022678",4098.41666666667,29649,"protein_coding"
"ENSMUSG00000018830",58.9166666666667,96882,"protein_coding"
"ENSMUSG00000022677",1944.25,18089,"protein_coding"
"ENSMUSG00000023088",7577.75,113321,"protein_coding"
"ENSMUSG00000022676",68.4166666666667,3524,"protein_coding"
"ENSMUSG00000068617",23.1666666666667,17877,"protein_coding"
"ENSMUSG00000022674",3971.25,43533,"protein_coding"
"ENSMUSG00000022673",9684.33333333333,13504,"protein_coding"
"ENSMUSG00000022672",16024,204374,"protein_coding"
"ENSMUSG00000022671",517.166666666667,14882,"protein_coding"
"ENSMUSG00000071637",75.9166666666667,2260,"protein_coding"
"ENSMUSG00000041974",13148,257627,"protein_coding"
"ENSMUSG00000041957",4445.91666666667,59368,"protein_coding"
"ENSMUSG00000022792",1768.33333333333,6676,"protein_coding"
"ENSMUSG00000022789",14240.0833333333,46348,"protein_coding"
"ENSMUSG00000022788",3900.66666666667,110497,"protein_coding"
"ENSMUSG00000022788",4784.25,143305,"protein_coding"
"ENSMUSG00000022788",6531,183064,"protein_coding"
"ENSMUSG00000048101",2.91666666666667,930,"protein_coding"
"ENSMUSG00000022783",202.166666666667,76348,"protein_coding"
"ENSMUSG00000075370",39.75,3315,"protein_coding"
"ENSMUSG00000022779",7171.75,22096,"protein_coding"
"ENSMUSG00000026181",4641.83333333333,30907,"protein_coding"
"ENSMUSG00000063358",21304.8333333333,64072,"protein_coding"
"ENSMUSG00000022773",872.583333333333,16598,"protein_coding"
"ENSMUSG00000022771",3419.91666666667,24697,"protein_coding"
"ENSMUSG00000049916",1263.91666666667,11709,"protein_coding"
"ENSMUSG00000022769",928.083333333333,2246,"protein_coding"
"ENSMUSG00000038965",6715.08333333333,49478,"protein_coding"
"ENSMUSG00000071636",366.416666666667,5848,"protein_coding"
"ENSMUSG00000050240",8604.91666666667,29844,"protein_coding"
"ENSMUSG00000055692",388.916666666667,2362,"protein_coding"
"ENSMUSG00000041720",5936.33333333333,125964,"protein_coding"
"ENSMUSG00000022766",2.25,12202,"protein_coding"
"ENSMUSG00000022765",886.166666666667,24827,"protein_coding"
"ENSMUSG00000006134",6681.58333333333,35456,"protein_coding"
"ENSMUSG00000022763",402,17809,"protein_coding"
"ENSMUSG00000022763",331.75,15562,"protein_coding"
"ENSMUSG00000022761",1584.66666666667,17360,"protein_coding"
"ENSMUSG00000022760",346.666666666667,3071,"protein_coding"
"ENSMUSG00000022759",47.1666666666667,16783,"protein_coding"
"ENSMUSG00000022758",7.66666666666667,10128,"protein_coding"
"ENSMUSG00000022756",129.083333333333,4654,"protein_coding"
"ENSMUSG00000005899",5017.91666666667,25477,"protein_coding"
"ENSMUSG00000041617",65.25,4269,"protein_coding"
"ENSMUSG00000012114",5389.16666666667,71693,"protein_coding"
"ENSMUSG00000022750",2778.33333333333,33762,"protein_coding"
"ENSMUSG00000012017",267.333333333333,11006,"protein_coding"
"ENSMUSG00000090236",52,2911,"protein_coding"
"ENSMUSG00000003166",6783,51373,"protein_coding"
"ENSMUSG00000041566",1.08333333333333,1451,"protein_coding"
"ENSMUSG00000045521",0.25,1388,"protein_coding"
"ENSMUSG00000003527",989.833333333333,10640,"protein_coding"
"ENSMUSG00000022738",8.75,1506,"protein_coding"
"ENSMUSG00000003528",1251.5,3009,"protein_coding"
"ENSMUSG00000003531",587.333333333333,18773,"protein_coding"
"ENSMUSG00000003531",494.166666666667,5230,"protein_coding"
"ENSMUSG00000003526",1190.5,17465,"protein_coding"
"ENSMUSG00000043811",84.3333333333333,24703,"protein_coding"
"ENSMUSG00000116557",6.58333333333333,3848,"lncRNA"
"ENSMUSG00000060166",1307.91666666667,14384,"protein_coding"
"ENSMUSG00000005732",6745.25,8716,"protein_coding"
"ENSMUSG00000022721",1558.41666666667,5890,"protein_coding"
"ENSMUSG00000022718",10278.5833333333,35204,"protein_coding"
"ENSMUSG00000013539",1544.25,43108,"protein_coding"
"ENSMUSG00000118669",1957.33333333333,58893,"protein_coding"
"ENSMUSG00000118669",1538.83333333333,26292,"protein_coding"
"ENSMUSG00000118669",1454.25,14512,"protein_coding"
"ENSMUSG00000000326",745.583333333333,6613,"protein_coding"
"ENSMUSG00000000326",1375.41666666667,19835,"protein_coding"
"ENSMUSG00000075704",635.833333333333,52657,"protein_coding"
"ENSMUSG00000000884",2660.41666666667,67968,"protein_coding"
"ENSMUSG00000009097",15.0833333333333,5266,"protein_coding"
"ENSMUSG00000009097",17.4166666666667,8968,"protein_coding"
"ENSMUSG00000050761",23.25,2085,"protein_coding"
"ENSMUSG00000072214",102.25,8128,"protein_coding"
"ENSMUSG00000041378",35.25,1416,"protein_coding"
"ENSMUSG00000000028",4514.08333333333,31193,"protein_coding"
"ENSMUSG00000005262",3775.33333333333,22968,"protein_coding"
"ENSMUSG00000071632",530.916666666667,3534,"protein_coding"
"ENSMUSG00000022706",1725.25,4620,"protein_coding"
"ENSMUSG00000022702",16542.0833333333,93559,"protein_coding"
"ENSMUSG00000045341",0.416666666666667,939,"protein_coding"
"ENSMUSG00000022686",1962.08333333333,12520,"protein_coding"
"ENSMUSG00000075330",0.5,7707,"protein_coding"
"ENSMUSG00000043008",3.16666666666667,36558,"protein_coding"
"ENSMUSG00000062901",4358.33333333333,30191,"protein_coding"
"ENSMUSG00000041215",13939.6666666667,91511,"protein_coding"
"ENSMUSG00000041205",45.9166666666667,8050,"protein_coding"
"ENSMUSG00000033918",4122.66666666667,22542,"protein_coding"
"ENSMUSG00000022818",52.1666666666667,17018,"protein_coding"
"ENSMUSG00000022822",9915.08333333333,95091,"protein_coding"
"ENSMUSG00000003235",3370.41666666667,10509,"protein_coding"
"ENSMUSG00000003233",1756.16666666667,15124,"protein_coding"
"ENSMUSG00000022841",1300.41666666667,9430,"protein_coding"
"ENSMUSG00000121849",93.25,3445,"lncRNA"
"ENSMUSG00000003234",1931.66666666667,13001,"protein_coding"
"ENSMUSG00000046613",30.6666666666667,15796,"protein_coding"
"ENSMUSG00000033809",858.75,5292,"protein_coding"
"ENSMUSG00000115219",475.666666666667,7269,"protein_coding"
"ENSMUSG00000051146",33.1666666666667,2064,"protein_coding"
"ENSMUSG00000022842",847.75,16065,"protein_coding"
"ENSMUSG00000006998",7510.08333333333,11763,"protein_coding"
"ENSMUSG00000045983",32476.4166666667,20157,"protein_coding"
"ENSMUSG00000050821",84.9166666666667,7980,"protein_coding"
"ENSMUSG00000022843",1423.75,13671,"protein_coding"
"ENSMUSG00000021018",829.5,4440,"protein_coding"
"ENSMUSG00000022847",140.75,10058,"protein_coding"
